Time Box SPL GCR BRC VID ORO ALF ANG CHO OTA DOL CET BIR SQD OCT LPF SPF SBF LBF SZO MZO LZO SCR BFF LPH SPH COR BCA MOL MA PB BB DL DR DC
0.000000e+00 10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.968233e-02 4.642373e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.066715e-05 7.470477e-06 5.211961e-06 0.000000e+00 0.000000e+00 4.239061e-04 6.393338e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.341275e-05 9.393292e-06 6.553460e-06 0.000000e+00 0.000000e+00 5.330147e-04 8.038910e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.214169e-06 5.752594e-06 4.013438e-06 0.000000e+00 0.000000e+00 3.264263e-04 4.923150e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.543231e-06 5.983045e-06 4.174217e-06 0.000000e+00 0.000000e+00 3.395030e-04 5.120373e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 14 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.119323e-05 7.838908e-06 5.469006e-06 0.000000e+00 0.000000e+00 4.448125e-04 6.708647e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 15 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.654378e-06 5.360558e-06 3.739924e-06 0.000000e+00 0.000000e+00 3.041805e-04 4.587640e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 16 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.532227e-05 4.534272e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.241281e-05 8.693012e-06 6.064892e-06 0.000000e+00 0.000000e+00 4.932779e-04 7.439601e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 17 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.128482e-05 7.903050e-06 5.513756e-06 0.000000e+00 0.000000e+00 4.484522e-04 6.763541e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 18 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.838729e-03 7.932410e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 9.912113e-06 6.941708e-06 4.843052e-06 0.000000e+00 0.000000e+00 3.939016e-04 5.940810e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 19 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.245345e-03 2.780813e-02 0.000000e+00 0.000000e+00 6.790589e-06 1.818168e+00 0.000000e+00 0.000000e+00 0.000000e+00 6.615176e-06 4.632778e-06 3.232171e-06 0.000000e+00 0.000000e+00 2.628832e-04 3.964796e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 20 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.631637e-06 2.543329e-06 1.774416e-06 0.000000e+00 0.000000e+00 1.443191e-04 2.176617e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 21 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.948438e-06 2.064867e-06 1.440605e-06 0.000000e+00 0.000000e+00 1.171692e-04 1.767142e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 22 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.946869e-03 9.970880e+00 0.000000e+00 1.768232e-05 0.000000e+00 9.397550e-02 0.000000e+00 0.000000e+00 0.000000e+00 2.284236e-06 1.599709e-06 1.116076e-06 0.000000e+00 0.000000e+00 9.077421e-05 1.369054e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 23 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.784230e-03 0.000000e+00 0.000000e+00 1.411313e-01 1.993468e+05 0.000000e+00 1.767005e-05 1.195651e-05 1.458577e-03 0.000000e+00 0.000000e+00 0.000000e+00 2.351192e-06 1.646600e-06 1.148791e-06 0.000000e+00 0.000000e+00 9.343498e-05 1.409183e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 24 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.026129e-03 6.229588e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.508965e-06 2.457419e-06 1.714478e-06 0.000000e+00 0.000000e+00 1.394442e-04 2.103093e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 25 7.544060e-04 2.335735e+00 0.000000e+00 1.821433e-01 0.000000e+00 0.000000e+00 3.257973e-06 0.000000e+00 0.000000e+00 7.906665e-02 3.702804e+01 0.000000e+00 1.753657e-05 0.000000e+00 2.418065e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.127464e-06 2.190243e-06 1.528077e-06 0.000000e+00 0.000000e+00 1.242836e-04 1.874441e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 26 5.045642e-04 1.587150e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.119076e-05 0.000000e+00 0.000000e+00 8.287299e-03 1.954683e+00 0.000000e+00 1.754569e-05 3.392101e-05 1.288875e-02 0.000000e+00 0.000000e+00 0.000000e+00 3.203777e-06 2.243688e-06 1.565364e-06 0.000000e+00 0.000000e+00 1.273162e-04 1.920179e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 27 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.331093e-01 5.650580e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.366049e-06 2.357331e-06 1.644649e-06 0.000000e+00 0.000000e+00 1.337648e-04 2.017437e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 28 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.322710e+03 3.247845e-03 0.000000e+00 1.437417e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.640609e-05 0.000000e+00 2.263183e+00 8.532555e-01 1.100400e-02 2.409100e+00 3.199635e-06 2.240787e-06 1.563340e-06 0.000000e+00 0.000000e+00 1.271516e-04 1.917696e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 29 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.373547e+02 0.000000e+00 0.000000e+00 5.055784e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.649484e-05 0.000000e+00 5.657956e-01 7.780713e-02 1.138607e-04 4.158027e-03 2.707034e-06 1.895806e-06 1.322655e-06 0.000000e+00 0.000000e+00 1.075759e-04 1.622457e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 30 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.727517e+00 4.377375e-01 0.000000e+00 1.263946e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.654195e-05 0.000000e+00 4.762335e-03 8.290683e-01 1.285076e-04 1.634711e-01 2.439540e-06 1.708473e-06 1.191958e-06 0.000000e+00 0.000000e+00 9.694589e-05 1.462135e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 31 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.275489e+00 6.049551e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.568167e-05 6.211337e+00 0.000000e+00 4.665914e-05 0.000000e+00 2.995853e-03 1.034046e-01 2.859176e-01 5.749719e+01 2.078706e-06 1.455771e-06 1.015654e-06 0.000000e+00 0.000000e+00 8.260656e-05 1.245869e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 32 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.837845e+03 2.127790e+03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.667638e-05 0.000000e+00 6.837144e-03 1.069949e-03 4.934842e-04 1.437430e+01 1.939430e-06 1.358233e-06 9.476043e-07 0.000000e+00 0.000000e+00 7.707182e-05 1.162395e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 33 0.000000e+00 2.158347e+02 0.000000e+00 0.000000e+00 4.898026e+00 5.319475e+02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.668965e-05 0.000000e+00 2.091521e-01 3.169913e-03 3.395198e-02 4.234626e-01 1.830329e-06 1.281827e-06 8.942976e-07 0.000000e+00 0.000000e+00 7.273620e-05 1.097005e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 34 3.777305e-01 4.276359e+02 1.201930e-01 0.000000e+00 1.925639e+02 4.477434e+00 0.000000e+00 0.000000e+00 0.000000e+00 7.614968e-05 3.285152e-02 0.000000e+00 4.670336e-05 0.000000e+00 2.612381e-01 4.701843e+00 6.823900e+00 2.663886e-01 1.851417e-06 1.296595e-06 9.046012e-07 0.000000e+00 0.000000e+00 7.357423e-05 1.109644e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 35 3.752244e+00 3.470010e+02 1.387679e-02 8.116671e-03 0.000000e+00 0.000000e+00 2.880346e-04 3.607628e+00 1.172330e+01 0.000000e+00 0.000000e+00 4.025787e-02 0.000000e+00 9.038364e-05 3.946727e+00 1.470751e-01 3.966392e+01 1.433032e+00 8.565654e-07 5.998748e-07 4.185173e-07 0.000000e+00 0.000000e+00 3.403941e-05 5.133812e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 36 5.483478e+00 1.018311e+03 1.017951e-02 1.360871e-04 0.000000e+00 0.000000e+00 1.001750e-06 1.345475e+00 0.000000e+00 2.132320e+02 1.670504e+04 2.532511e-02 0.000000e+00 9.611021e-05 4.942989e-02 2.150458e+00 2.512120e-01 4.451006e+00 1.075811e-06 7.534182e-07 5.256406e-07 0.000000e+00 0.000000e+00 4.275210e-05 6.447858e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 37 6.741117e+00 1.746424e+02 2.362755e+01 6.860242e-06 0.000000e+00 0.000000e+00 9.787311e-05 3.220663e-01 7.355234e-01 0.000000e+00 0.000000e+00 5.779704e-02 0.000000e+00 1.072137e-04 2.929062e+00 1.685664e+03 1.365794e-01 8.416764e+00 1.018361e-06 7.131845e-07 4.975706e-07 0.000000e+00 0.000000e+00 4.046907e-05 6.103532e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 38 6.245364e-01 0.000000e+00 3.457725e-02 2.442145e-01 0.000000e+00 0.000000e+00 1.007417e-02 2.451253e+00 3.738915e+00 0.000000e+00 0.000000e+00 1.607312e-01 0.000000e+00 8.929137e-05 3.488393e-01 3.490874e+02 3.193885e-01 6.656151e+00 1.037277e-06 7.264320e-07 5.068130e-07 0.000000e+00 0.000000e+00 4.122079e-05 6.216906e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 39 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 9.156795e-02 2.924489e-06 2.048095e-06 1.428903e-06 0.000000e+00 0.000000e+00 1.162175e-04 1.752788e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 40 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.065883e-06 2.147116e-06 1.497988e-06 0.000000e+00 0.000000e+00 1.218364e-04 1.837532e-04 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 41 1.534598e-02 0.000000e+00 1.883573e+02 3.248222e+00 0.000000e+00 0.000000e+00 6.304177e-05 2.142236e-03 0.000000e+00 0.000000e+00 0.000000e+00 2.321389e-02 0.000000e+00 8.204973e-05 1.342512e+01 2.122284e+00 1.259862e+00 2.549747e+00 3.638268e-07 2.547973e-07 1.777655e-07 0.000000e+00 0.000000e+00 1.445826e-05 2.180591e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 42 1.858688e-02 0.000000e+00 1.458166e+00 4.755964e-01 0.000000e+00 0.000000e+00 1.540558e-04 3.177518e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.473540e-01 0.000000e+00 6.837694e-05 2.105487e-02 2.206102e+01 1.070880e-01 6.681353e-03 3.660336e-07 2.563427e-07 1.788438e-07 0.000000e+00 0.000000e+00 1.454596e-05 2.193817e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 43 4.616393e+01 0.000000e+00 9.250186e-01 6.132444e-03 0.000000e+00 0.000000e+00 4.759137e-04 5.484290e-03 0.000000e+00 0.000000e+00 0.000000e+00 3.085093e-02 0.000000e+00 7.049015e-05 3.362020e-01 9.084059e+00 1.072258e+00 1.044889e-02 3.517379e-07 2.463311e-07 1.718589e-07 0.000000e+00 0.000000e+00 1.397786e-05 2.108136e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 44 7.490609e-02 0.000000e+00 1.859871e+00 4.822188e-04 0.000000e+00 0.000000e+00 4.568477e-04 3.234189e-01 5.023218e+02 0.000000e+00 0.000000e+00 3.192211e-04 0.000000e+00 6.499882e-05 1.595544e+02 6.399416e+00 1.980719e-01 1.897166e+01 3.514515e-07 2.461305e-07 1.717190e-07 0.000000e+00 0.000000e+00 1.396648e-05 2.106419e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 45 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 46 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.263946e+01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.273347e-06 8.917574e-07 6.221564e-07 0.000000e+00 0.000000e+00 5.060205e-05 7.631785e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 47 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.130748e+01 0.000000e+00 1.063871e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 8.966938e-07 6.279778e-07 4.381240e-07 0.000000e+00 0.000000e+00 3.563409e-05 5.374321e-05 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
